ltl,en
F ( landmark one & F ( landmark two ) ),go to landmark one before going to landmark two .
F ( second floor & F ( landmark one ) ),go to the second floor before you navigate to landmark one .
F ( third floor & F ( first floor ) ),go through the third floor to the first floor .
F ( red room ) & G ( first floor ),go to the red room without ever leaving the first floor .
F ( blue room & F ( third floor ) ),go through the blue room to the third floor .
~   ( purple room ) U ( landmark two ),go to landmark two but do not first go through the purple room .
~   ( landmark one ) U ( yellow room ),go through the yellow room before going to landmark one
F ( red room ) & G ( third floor ),navigate to the red room staying on the third floor .
F ( blue room & F ( landmark three ) ),go through the blue room before going to landmark three
F ( orange room & F ( second floor ) ),visit the orange room and then move to the second floor .
F ( second floor & F ( green room ) ),go to the second floor then move to the green room .
F ( landmark two ) & G ( third floor ),go to landmark two from the third floor only .
F ( green room & ~  yellow room ),always avoid the yellow room and go to the green room .
F ( landmark one & F ( first floor ) ),go to landmark one before going to the first floor .
F ( landmark two & F ( purple room ) ),go to landmark two and then the purple room .
F ( landmark two ) & G ( third floor ),go to landmark two without going to third floor .
~   ( landmark one ) U ( green room ),move to the green room avoiding landmark one. if you got to the green room then you can continue to landmark one .
F ( red room & F ( landmark two ) ),always go through the red room before going to landmark two .
F ( landmark three ) & G ( purple room ),do directly to landmark three without leaving the purple room .
F ( landmark two & F ( third floor ) ),pass through landmark two before going to the third floor .
F ( second floor & F ( landmark three ) ),go to landmark three after navigating to the second floor .
F ( landmark two & F ( red room ) ),go to the red room by first going through landmark two .
F ( landmark one & F ( orange room ) ),go to the orange room by first going through landmark one .
~   ( purple room ) U ( second floor ),avoid the purple room until going to the second floor .
F ( landmark one ) & G ( green room ),go directly to landmark one and do not leave the green room .
F ( third floor & F ( first floor ) ),go from the threerd floor to the onest floor
F ( yellow room & ~  purple room ),go to the yellow room without going to the purple room .
F ( third floor & F ( orange room ) ),go to the orange room through the third floor
F ( yellow room & F ( first floor ) ),navigate to the first floor through the yellow room .
F ( landmark three & F ( first floor ) ),navigate through landmark three to the first floor .
F ( landmark two & F ( blue room ) ),go to landmark two before going to the blue room
F ( red room & F ( purple room ) ),go to the purple room by first going through the red room .
F ( landmark three & F ( first floor ) ),go to landmark three before going to the first floor .
F ( landmark two & ~  purple room ),go to landmark two while always avoiding the purple room
F ( red room & ~  green room ),avoid the green room and go to the red room .
F ( landmark one ) & G ( orange room ),go to landmark one and remain within the orange room .
~   ( landmark one ) U ( landmark two ),"get to landmark two , while avoiding landmark one"
F ( landmark two & F ( third floor ) ),go through landmark two on your way to the third floor .
F ( blue room ) & G ( first floor ),go to the blue room while staying on the first floor .
F ( green room & F ( landmark one ) ),navigate to landmark one through the green room .
F ( third floor & F ( first floor ) ),"from the third floor , navigate to the first floor ."
F ( landmark three & ~  purple room ),go to landmark three while always avoiding the purple room
F ( blue room & ~  landmark two ),always avoid landmark two and go to the blue room .
F ( second floor & F ( yellow room ) ),navigate from the second floor to the yellow room .
F ( third floor & ~  orange room ),navigate to the third floor always avoiding the orange room .
F ( first floor & F ( orange room ) ),go to the orange room through the second floor
~   ( blue room ) U ( third floor ),avoid the blue room before you navigate to the third floor .
F ( orange room & F ( first floor ) ),move to the first floor by going through the orange room
F ( yellow room & F ( green room ) ),travel through the yellow room then go to the green room .
F ( landmark one & F ( second floor ) ),go through landmark one on your way to the second floor .
F ( green room & ~  landmark three ),go to the green room avoiding landmark three .
~   ( yellow room ) U ( green room ),go to the green room while avoiding the yellow room and if you have reached the green room then you can go to the yellow room .
F ( yellow room ),"robot , go to the yellow room ."
